AvgSpotLen	BioSample	ENA_FIRST_PUBLIC	Experiment	InsertSize	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	Sample_Name	collection_date	geographic_location_country_and_or_sea	lat_lon	sex	tissue_type	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_LAST_UPDATE	Instrument	LibraryLayout	LibrarySelection	LibrarySource	Organism	Platform	SRA_Study
101	SAMEA2338544	2014-01-10	ERX373643	3500	NG-5353_4kb.BS40b	2017-12-05	1572	865	2014-03-02	ERR407282	ERS391879	BS40b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338574	2014-01-10	ERX373644	3500	NG-5353_4kb.BS41	2017-12-05	295	176	2014-03-02	ERR407283	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338574	2014-01-10	ERX373645	3500	NG-5353_4kb.BS41	2017-12-05	329	195	2014-03-02	ERR407284	ERS391892	BS41	June 2010	USA	61.5691,-149.76	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338591	2014-01-10	ERX373646	3500	NG-5353_4kb.BS42b	2017-12-05	415	247	2014-03-02	ERR407285	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338591	2014-01-10	ERX373647	3500	NG-5353_4kb.BS42b	2017-12-05	436	260	2014-03-02	ERR407286	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338591	2014-01-10	ERX373648	3500	NG-5353_4kb.BS42b	2017-12-05	1054	565	2014-03-02	ERR407287	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338591	2014-01-10	ERX373649	3500	NG-5353_4kb.BS42b	2017-12-05	629	336	2014-03-02	ERR407288	ERS391880	BS42b	June 2010	USA	61.5761,-149.77375	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338563	2014-01-10	ERX373650	3500	NG-5353_4kb.BS43	2017-12-05	346	210	2014-03-02	ERR407289	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338563	2014-01-10	ERX373651	3500	NG-5353_4kb.BS43	2017-12-05	368	223	2014-03-02	ERR407290	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338563	2014-01-10	ERX373652	3500	NG-5353_4kb.BS43	2017-12-05	970	539	2014-03-02	ERR407291	ERS391899	BS43	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338558	2014-01-10	ERX373653	3500	NG-5353_4kb.BS44	2017-12-05	698	439	2014-03-02	ERR407292	ERS391893	BS44	September 2010	Canada	50.604556,-127.26175	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338558	2014-01-10	ERX373654	3500	NG-5353_4kb.BS44	2017-12-05	363	218	2014-03-02	ERR407293	ERS391893	BS44	September 2010	Canada	50.604556,-127.26175	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338558	2014-01-10	ERX373655	3500	NG-5353_4kb.BS44	2017-12-05	384	231	2014-03-02	ERR407294	ERS391893	BS44	September 2010	Canada	50.604556,-127.26175	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338554	2014-01-10	ERX373656	3500	NG-5353_4kb.BS45	2017-12-05	875	554	2014-03-02	ERR407295	ERS391900	BS45	September 2010	Canada	50.602889,-127.252306	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338554	2014-01-10	ERX373657	3500	NG-5353_4kb.BS45	2017-12-05	422	246	2014-03-02	ERR407296	ERS391900	BS45	September 2010	Canada	50.602889,-127.252306	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338554	2014-01-10	ERX373658	3500	NG-5353_4kb.BS45	2017-12-05	381	221	2014-03-02	ERR407297	ERS391900	BS45	September 2010	Canada	50.602889,-127.252306	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338540	2014-01-10	ERX373659	3500	NG-5353_4kb.BS46	2017-12-05	544	321	2014-03-02	ERR407298	ERS391894	BS46	September 2010	Canada	50.604556,-127.26175	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338540	2014-01-10	ERX373660	3500	NG-5353_4kb.BS46	2017-12-05	590	348	2014-03-02	ERR407299	ERS391894	BS46	September 2010	Canada	50.604556,-127.26175	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338585	2014-01-10	ERX373661	3500	NG-5353_4kb.BS47	2017-12-05	341	194	2014-03-02	ERR407300	ERS391901	BS47	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338585	2014-01-10	ERX373662	3500	NG-5353_4kb.BS47	2017-12-05	304	173	2014-03-02	ERR407301	ERS391901	BS47	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338571	2014-01-10	ERX373663	3500	NG-5353_4kb.BS48	2017-12-05	556	324	2014-03-02	ERR407302	ERS391895	BS48	September 2010	Canada	50.604556,-127.26175	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338571	2014-01-10	ERX373664	3500	NG-5353_4kb.BS48	2017-12-05	590	346	2014-03-02	ERR407303	ERS391895	BS48	September 2010	Canada	50.604556,-127.26175	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338573	2014-01-10	ERX373665	3500	NG-5353_4kb.BS49	2017-12-05	1323	727	2014-03-02	ERR407304	ERS391902	BS49	September 2010	Canada	50.602889,-127.252306	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338573	2014-01-10	ERX373666	3500	NG-5353_4kb.BS49	2017-12-05	1322	725	2014-03-02	ERR407305	ERS391902	BS49	September 2010	Canada	50.602889,-127.252306	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338586	2014-01-10	ERX373667	3500	NG-5353_4kb.BS50b	2017-12-05	485	283	2014-03-02	ERR407306	ERS391896	BS50b	September 2010	Canada	50.604556,-127.26175	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338586	2014-01-10	ERX373668	3500	NG-5353_4kb.BS50b	2017-12-05	515	301	2014-03-02	ERR407307	ERS391896	BS50b	September 2010	Canada	50.604556,-127.26175	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338586	2014-01-10	ERX373669	3500	NG-5353_4kb.BS50b	2017-12-05	618	326	2014-03-02	ERR407308	ERS391896	BS50b	September 2010	Canada	50.604556,-127.26175	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338556	2014-01-10	ERX373670	3500	NG-5353_4kb.BS51	2017-12-05	1333	729	2014-03-02	ERR407309	ERS391903	BS51	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338556	2014-01-10	ERX373671	3500	NG-5353_4kb.BS51	2017-12-05	1331	727	2014-03-02	ERR407310	ERS391903	BS51	September 2010	Canada	50.602889,-127.252306	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338547	2014-01-10	ERX373672	3500	NG-5353_4kb.BS52b	2017-12-05	1276	702	2014-03-02	ERR407311	ERS391897	BS52b	September 2010	Canada	50.604556,-127.26175	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338547	2014-01-10	ERX373673	3500	NG-5353_4kb.BS52b	2017-12-05	1275	701	2014-03-02	ERR407312	ERS391897	BS52b	September 2010	Canada	50.604556,-127.26175	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338564	2014-01-10	ERX373674	3500	NG-5353_4kb.BS53	2017-12-05	1316	718	2014-03-02	ERR407313	ERS391904	BS53	September 2010	Canada	50.602889,-127.252306	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338564	2014-01-10	ERX373675	3500	NG-5353_4kb.BS53	2017-12-05	1315	716	2014-03-02	ERR407314	ERS391904	BS53	September 2010	Canada	50.602889,-127.252306	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338548	2014-01-10	ERX373676	3500	NG-5353_4kb.BS54	2017-12-05	460	268	2014-03-02	ERR407315	ERS391898	BS54	September 2010	Canada	50.604556,-127.26175	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338548	2014-01-10	ERX373677	3500	NG-5353_4kb.BS54	2017-12-05	412	239	2014-03-02	ERR407316	ERS391898	BS54	September 2010	Canada	50.604556,-127.26175	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338589	2014-01-10	ERX373678	3500	NG-5353_4kb.BS55	2017-12-05	250	160	2014-03-02	ERR407317	ERS391911	BS55	September 2010	Norway	60.255369,5.926577	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338589	2014-01-10	ERX373679	3500	NG-5353_4kb.BS55	2017-12-05	389	207	2014-03-02	ERR407318	ERS391911	BS55	September 2010	Norway	60.255369,5.926577	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338553	2014-01-10	ERX373680	3500	NG-5353_4kb.BS56	2017-12-05	1001	642	2014-03-02	ERR407319	ERS391905	BS56	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338553	2014-01-10	ERX373681	3500	NG-5353_4kb.BS56	2017-12-05	171	98	2014-03-02	ERR407320	ERS391905	BS56	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338553	2014-01-10	ERX373682	3500	NG-5353_4kb.BS56	2017-12-05	156	88	2014-03-02	ERR407321	ERS391905	BS56	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338576	2014-01-10	ERX373683	3500	NG-5353_4kb.BS57	2017-12-05	1217	674	2014-03-02	ERR407322	ERS391912	BS57	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338576	2014-01-10	ERX373684	3500	NG-5353_4kb.BS57	2017-12-05	1217	672	2014-03-02	ERR407323	ERS391912	BS57	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338572	2014-01-10	ERX373685	3500	NG-5353_4kb.BS58b	2017-12-05	1406	771	2014-03-02	ERR407324	ERS391906	BS58b	September 2010	Norway	60.244881,5.915387	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338572	2014-01-10	ERX373686	3500	NG-5353_4kb.BS58b	2017-12-05	1406	769	2014-03-02	ERR407325	ERS391906	BS58b	September 2010	Norway	60.244881,5.915387	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338561	2014-01-10	ERX373687	3500	NG-5353_4kb.BS59	2017-12-05	267	153	2014-03-02	ERR407326	ERS391913	BS59	September 2010	Norway	60.255369,5.926577	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338561	2014-01-10	ERX373688	3500	NG-5353_4kb.BS59	2017-12-05	241	137	2014-03-02	ERR407327	ERS391913	BS59	September 2010	Norway	60.255369,5.926577	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338561	2014-01-10	ERX373689	3500	NG-5353_4kb.BS59	2017-12-05	651	360	2014-03-02	ERR407328	ERS391913	BS59	September 2010	Norway	60.255369,5.926577	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338588	2014-01-10	ERX373690	3500	NG-5353_4kb.BS60	2017-12-05	715	420	2014-03-02	ERR407329	ERS391907	BS60	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338588	2014-01-10	ERX373691	3500	NG-5353_4kb.BS60	2017-12-05	593	352	2014-03-02	ERR407330	ERS391907	BS60	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338543	2014-01-10	ERX373692	3500	NG-5353_4kb.BS61	2017-12-05	157	72	2014-03-02	ERR407331	ERS391914	BS61	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338543	2014-01-10	ERX373693	3500	NG-5353_4kb.BS61	2017-12-05	153	70	2014-03-02	ERR407332	ERS391914	BS61	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338543	2014-01-10	ERX373694	3500	NG-5353_4kb.BS61	2017-12-05	179	102	2014-03-02	ERR407333	ERS391914	BS61	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338543	2014-01-10	ERX373695	3500	NG-5353_4kb.BS61	2017-12-05	162	91	2014-03-02	ERR407334	ERS391914	BS61	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338543	2014-01-10	ERX373696	3500	NG-5353_4kb.BS61	2017-12-05	772	424	2014-03-02	ERR407335	ERS391914	BS61	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338543	2014-01-10	ERX373697	3500	NG-5353_4kb.BS61	2017-12-05	95	48	2014-03-02	ERR407336	ERS391914	BS61	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338551	2014-01-10	ERX373698	3500	NG-5353_4kb.BS62	2017-12-05	256	163	2014-03-02	ERR407337	ERS391908	BS62	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338551	2014-01-10	ERX373699	3500	NG-5353_4kb.BS62	2017-12-05	108	63	2014-03-02	ERR407338	ERS391908	BS62	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338551	2014-01-10	ERX373700	3500	NG-5353_4kb.BS62	2017-12-05	97	56	2014-03-02	ERR407339	ERS391908	BS62	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338551	2014-01-10	ERX373701	3500	NG-5353_4kb.BS62	2017-12-05	315	156	2014-03-02	ERR407340	ERS391908	BS62	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338551	2014-01-10	ERX373702	3500	NG-5353_4kb.BS62	2017-12-05	312	155	2014-03-02	ERR407341	ERS391908	BS62	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338551	2014-01-10	ERX373703	3500	NG-5353_4kb.BS62	2017-12-05	224	117	2014-03-02	ERR407342	ERS391908	BS62	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338555	2014-01-10	ERX373704	3500	NG-5353_4kb.BS63b	2017-12-05	1004	550	2014-03-02	ERR407343	ERS391915	BS63b	September 2010	Norway	60.255369,5.926577	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
101	SAMEA2338555	2014-01-10	ERX373705	3500	NG-5353_4kb.BS63b	2017-12-05	1002	548	2014-03-02	ERR407344	ERS391915	BS63b	September 2010	Norway	60.255369,5.926577	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338568	2014-01-10	ERX373706	3500	NG-5353_4kb.BS64b	2017-12-05	473	274	2014-03-02	ERR407345	ERS391909	BS64b	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338568	2014-01-10	ERX373707	3500	NG-5353_4kb.BS64b	2017-12-05	422	243	2014-03-02	ERR407346	ERS391909	BS64b	September 2010	Norway	60.244881,5.915387	Male	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
91	SAMEA2338596	2014-01-10	ERX373708	3500	NG-5353_4kb.BS65	2017-12-05	290	159	2014-03-02	ERR407347	ERS391916	BS65	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338596	2014-01-10	ERX373709	3500	NG-5353_4kb.BS65	2017-12-05	540	314	2014-03-02	ERR407348	ERS391916	BS65	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
89	SAMEA2338596	2014-01-10	ERX373710	3500	NG-5353_4kb.BS65	2017-12-05	457	269	2014-03-02	ERR407349	ERS391916	BS65	September 2010	Norway	60.255369,5.926577	Female	Muscle tissue	WGS	PRJEB5198	MPI-EVB	public	sra	ncbi	2018-03-08	Illumina HiSeq 2000	PAIRED	RANDOM	GENOMIC	Gasterosteus aculeatus	ILLUMINA	ERP004574
